Classifier,Classification Groups,Accuracy,Recall,Precision,F-score,ROC_AUC,Report,Confusion Matrix,HyperParameters,Scoring Metrics,Time
GradientBoostingClassifier,HC_MCI,0.6014851485148515,0.70703125,0.6779026217228464,0.6921606118546845,0.5629750844594594,"              precision    recall  f1-score   support

           0       0.45      0.42      0.44       148
           1       0.68      0.71      0.69       256

    accuracy                           0.60       404
   macro avg       0.57      0.56      0.56       404
weighted avg       0.60      0.60      0.60       404
","[[ 62  86]
 [ 75 181]]","OrderedDict([('learning_rate', 0.7377731511320643), ('max_depth', 7), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 0.6433227811562466), ('n_estimators', 427)])",accuracy,2021-05-05 08:00:37
LogisticRegression,HC_MCI,0.6386138613861386,0.609375,0.7722772277227723,0.6812227074235808,0.6492820945945947,"              precision    recall  f1-score   support

           0       0.50      0.69      0.58       148
           1       0.77      0.61      0.68       256

    accuracy                           0.64       404
   macro avg       0.64      0.65      0.63       404
weighted avg       0.67      0.64      0.65       404
","[[102  46]
 [100 156]]","OrderedDict([('C', 8.265372117298778), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.002283029512044671)])",accuracy,2021-05-05 08:00:37
SVC,HC_MCI,0.6039603960396039,0.4765625,0.8243243243243243,0.6039603960396039,0.6504434121621622,"              precision    recall  f1-score   support

           0       0.48      0.82      0.60       148
           1       0.82      0.48      0.60       256

    accuracy                           0.60       404
   macro avg       0.65      0.65      0.60       404
weighted avg       0.70      0.60      0.60       404
","[[122  26]
 [134 122]]","OrderedDict([('C', 0.09402886709406684), ('class_weight', 'balanced'), ('coef0', 0.821254207938974), ('degree', 3), ('gamma', 0.04513112496050169), ('kernel', 'rbf'), ('tol', 0.08625023486604867)])",accuracy,2021-05-05 08:00:37
GradientBoostingClassifier,HC_AD,0.5,0.7272727272727273,0.5,0.5925925925925926,0.5,"              precision    recall  f1-score   support

           0       0.50      0.27      0.35        11
           1       0.50      0.73      0.59        11

    accuracy                           0.50        22
   macro avg       0.50      0.50      0.47        22
weighted avg       0.50      0.50      0.47        22
","[[3 8]
 [3 8]]","OrderedDict([('learning_rate', 0.29065866762142506), ('max_depth', 17), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 0.4984690912991331), ('n_estimators', 282)])",accuracy,2021-05-05 08:07:39
LogisticRegression,HC_AD,0.5,0.7272727272727273,0.5,0.5925925925925926,0.5,"              precision    recall  f1-score   support

           0       0.50      0.27      0.35        11
           1       0.50      0.73      0.59        11

    accuracy                           0.50        22
   macro avg       0.50      0.50      0.47        22
weighted avg       0.50      0.50      0.47        22
","[[3 8]
 [3 8]]","OrderedDict([('C', 9.993286116062999), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.010550581873728418)])",accuracy,2021-05-05 08:07:39
SVC,HC_AD,0.45454545454545453,0.7272727272727273,0.47058823529411764,0.5714285714285714,0.4545454545454545,"              precision    recall  f1-score   support

           0       0.40      0.18      0.25        11
           1       0.47      0.73      0.57        11

    accuracy                           0.45        22
   macro avg       0.44      0.45      0.41        22
weighted avg       0.44      0.45      0.41        22
","[[2 9]
 [3 8]]","OrderedDict([('C', 0.6953256886615016), ('class_weight', 'balanced'), ('coef0', 0.7138547441372383), ('degree', 4), ('gamma', 0.0005763877343900634), ('kernel', 'linear'), ('tol', 0.04530700268105213)])",accuracy,2021-05-05 08:07:39
GradientBoostingClassifier,MCI_AD,0.6666666666666666,0.9166666666666666,0.6875,0.7857142857142857,0.5416666666666666,"              precision    recall  f1-score   support

           0       0.50      0.17      0.25         6
           1       0.69      0.92      0.79        12

    accuracy                           0.67        18
   macro avg       0.59      0.54      0.52        18
weighted avg       0.62      0.67      0.61        18
","[[ 1  5]
 [ 1 11]]","OrderedDict([('learning_rate', 0.34840655446955515), ('max_depth', 7), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 0.041013755885337226), ('n_estimators', 313)])",accuracy,2021-05-05 08:07:41
LogisticRegression,MCI_AD,0.6111111111111112,0.75,0.6923076923076923,0.7199999999999999,0.5416666666666667,"              precision    recall  f1-score   support

           0       0.40      0.33      0.36         6
           1       0.69      0.75      0.72        12

    accuracy                           0.61        18
   macro avg       0.55      0.54      0.54        18
weighted avg       0.59      0.61      0.60        18
","[[2 4]
 [3 9]]","OrderedDict([('C', 5.765099529425075), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.045963777437895446)])",accuracy,2021-05-05 08:07:41
SVC,MCI_AD,0.6666666666666666,1.0,0.6666666666666666,0.8,0.5,"              precision    recall  f1-score   support

           0       0.00      0.00      0.00         6
           1       0.67      1.00      0.80        12

    accuracy                           0.67        18
   macro avg       0.33      0.50      0.40        18
weighted avg       0.44      0.67      0.53        18
","[[ 0  6]
 [ 0 12]]","OrderedDict([('C', 0.4767926911697922), ('class_weight', 'balanced'), ('coef0', 0.3967900525015803), ('degree', 3), ('gamma', 0.021921855495186323), ('kernel', 'rbf'), ('tol', 0.04263184711336126)])",accuracy,2021-05-05 08:07:41
GradientBoostingClassifier,HC_MCI,0.47619047619047616,0.1,0.3333333333333333,0.15384615384615383,0.4590909090909091,"              precision    recall  f1-score   support

           0       0.50      0.82      0.62        11
           1       0.33      0.10      0.15        10

    accuracy                           0.48        21
   macro avg       0.42      0.46      0.39        21
weighted avg       0.42      0.48      0.40        21
","[[9 2]
 [9 1]]","OrderedDict([('learning_rate', 0.28164189538459006), ('max_depth', 10), ('max_features', 'log2'), ('min_samples_leaf', 8), ('min_samples_split', 0.9174795909576454), ('n_estimators', 459)])",accuracy,2021-05-05 08:07:43
LogisticRegression,HC_MCI,0.5238095238095238,0.7,0.5,0.5833333333333334,0.5318181818181817,"              precision    recall  f1-score   support

           0       0.57      0.36      0.44        11
           1       0.50      0.70      0.58        10

    accuracy                           0.52        21
   macro avg       0.54      0.53      0.51        21
weighted avg       0.54      0.52      0.51        21
","[[4 7]
 [3 7]]","OrderedDict([('C', 7.728913487594172), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.022485707481583947)])",accuracy,2021-05-05 08:07:43
SVC,HC_MCI,0.42857142857142855,0.1,0.25,0.14285714285714288,0.41363636363636364,"              precision    recall  f1-score   support

           0       0.47      0.73      0.57        11
           1       0.25      0.10      0.14        10

    accuracy                           0.43        21
   macro avg       0.36      0.41      0.36        21
weighted avg       0.37      0.43      0.37        21
","[[8 3]
 [9 1]]","OrderedDict([('C', 0.9533580794949359), ('class_weight', 'balanced'), ('coef0', 0.8059739491350308), ('degree', 3), ('gamma', 0.08455223712281333), ('kernel', 'rbf'), ('tol', 0.075903621402238)])",accuracy,2021-05-05 08:07:43
GradientBoostingClassifier,HC_AD,0.7790262172284644,0.7181818181818181,0.7383177570093458,0.728110599078341,0.7699189345686162,"              precision    recall  f1-score   support

           0       0.81      0.82      0.81       157
           1       0.74      0.72      0.73       110

    accuracy                           0.78       267
   macro avg       0.77      0.77      0.77       267
weighted avg       0.78      0.78      0.78       267
","[[129  28]
 [ 31  79]]","OrderedDict([('learning_rate', 0.40360090743620564), ('max_depth', 11), ('max_features', 'sqrt'), ('min_samples_leaf', 5), ('min_samples_split', 0.11715864934669326), ('n_estimators', 296)])",accuracy,2021-05-05 08:08:08
LogisticRegression,HC_AD,0.7565543071161048,0.6636363636363637,0.7227722772277227,0.6919431279620852,0.7426462072958888,"              precision    recall  f1-score   support

           0       0.78      0.82      0.80       157
           1       0.72      0.66      0.69       110

    accuracy                           0.76       267
   macro avg       0.75      0.74      0.75       267
weighted avg       0.75      0.76      0.75       267
","[[129  28]
 [ 37  73]]","OrderedDict([('C', 1.2639141283367508), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.07344922172580633)])",accuracy,2021-05-05 08:08:08
SVC,HC_AD,0.7827715355805244,0.6727272727272727,0.7708333333333334,0.7184466019417476,0.7662999420961205,"              precision    recall  f1-score   support

           0       0.79      0.86      0.82       157
           1       0.77      0.67      0.72       110

    accuracy                           0.78       267
   macro avg       0.78      0.77      0.77       267
weighted avg       0.78      0.78      0.78       267
","[[135  22]
 [ 36  74]]","OrderedDict([('C', 0.22628618265851158), ('class_weight', 'balanced'), ('coef0', 0.2983310655048264), ('degree', 1), ('gamma', 0.08028340362897558), ('kernel', 'poly'), ('tol', 0.022862939841927155)])",accuracy,2021-05-05 08:08:08
GradientBoostingClassifier,MCI_AD,0.6541554959785523,0.34545454545454546,0.4,0.37073170731707317,0.5643622537158659,"              precision    recall  f1-score   support

           0       0.74      0.78      0.76       263
           1       0.40      0.35      0.37       110

    accuracy                           0.65       373
   macro avg       0.57      0.56      0.57       373
weighted avg       0.64      0.65      0.65       373
","[[206  57]
 [ 72  38]]","OrderedDict([('learning_rate', 0.9953569869853529), ('max_depth', 13), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 0.9420256668575804), ('n_estimators', 367)])",accuracy,2021-05-05 08:08:11
LogisticRegression,MCI_AD,0.6300268096514745,0.7636363636363637,0.42857142857142855,0.5490196078431372,0.6688904251641895,"              precision    recall  f1-score   support

           0       0.85      0.57      0.69       263
           1       0.43      0.76      0.55       110

    accuracy                           0.63       373
   macro avg       0.64      0.67      0.62       373
weighted avg       0.73      0.63      0.65       373
","[[151 112]
 [ 26  84]]","OrderedDict([('C', 4.721576524167358), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.012544529665241992)])",accuracy,2021-05-05 08:08:11
SVC,MCI_AD,0.6219839142091153,0.7909090909090909,0.424390243902439,0.5523809523809523,0.6711199446940892,"              precision    recall  f1-score   support

           0       0.86      0.55      0.67       263
           1       0.42      0.79      0.55       110

    accuracy                           0.62       373
   macro avg       0.64      0.67      0.61       373
weighted avg       0.73      0.62      0.64       373
","[[145 118]
 [ 23  87]]","OrderedDict([('C', 0.7329881419813371), ('class_weight', 'balanced'), ('coef0', 0.5780812939966), ('degree', 8), ('gamma', 0.08430831176683334), ('kernel', 'rbf'), ('tol', 0.07730957593561529)])",accuracy,2021-05-05 08:08:11
GradientBoostingClassifier,HC_MCI,0.5801886792452831,0.7164179104477612,0.6530612244897959,0.6832740213523132,0.5312858783008036,"              precision    recall  f1-score   support

           0       0.42      0.35      0.38       156
           1       0.65      0.72      0.68       268

    accuracy                           0.58       424
   macro avg       0.53      0.53      0.53       424
weighted avg       0.57      0.58      0.57       424
","[[ 54 102]
 [ 76 192]]","OrderedDict([('learning_rate', 0.8371637441382651), ('max_depth', 11), ('max_features', 'auto'), ('min_samples_leaf', 3), ('min_samples_split', 0.7943009438134508), ('n_estimators', 356)])",accuracy,2021-05-05 08:08:15
LogisticRegression,HC_MCI,0.660377358490566,0.6492537313432836,0.7767857142857143,0.7073170731707317,0.6643704554152317,"              precision    recall  f1-score   support

           0       0.53      0.68      0.60       156
           1       0.78      0.65      0.71       268

    accuracy                           0.66       424
   macro avg       0.65      0.66      0.65       424
weighted avg       0.69      0.66      0.67       424
","[[106  50]
 [ 94 174]]","OrderedDict([('C', 6.568086673579244), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.020180644078655104)])",accuracy,2021-05-05 08:08:16
SVC,HC_MCI,0.6179245283018868,0.5074626865671642,0.8192771084337349,0.6267281105990783,0.657577497129736,"              precision    recall  f1-score   support

           0       0.49      0.81      0.61       156
           1       0.82      0.51      0.63       268

    accuracy                           0.62       424
   macro avg       0.65      0.66      0.62       424
weighted avg       0.70      0.62      0.62       424
","[[126  30]
 [132 136]]","OrderedDict([('C', 0.47295955307115883), ('class_weight', 'balanced'), ('coef0', 0.6207741310227567), ('degree', 0), ('gamma', 0.00838893487555711), ('kernel', 'rbf'), ('tol', 0.04044549241556504)])",accuracy,2021-05-05 08:08:16
GradientBoostingClassifier,HC_AD,0.7827715355805244,0.7053571428571429,0.7596153846153846,0.7314814814814816,0.7720334101382489,"              precision    recall  f1-score   support

           0       0.80      0.84      0.82       155
           1       0.76      0.71      0.73       112

    accuracy                           0.78       267
   macro avg       0.78      0.77      0.77       267
weighted avg       0.78      0.78      0.78       267
","[[130  25]
 [ 33  79]]","OrderedDict([('learning_rate', 0.2816138933386782), ('max_depth', 18), ('max_features', 'log2'), ('min_samples_leaf', 4), ('min_samples_split', 0.866888008012112), ('n_estimators', 367)])",accuracy,2021-05-05 08:09:30
LogisticRegression,HC_AD,0.7827715355805244,0.6964285714285714,0.7647058823529411,0.7289719626168223,0.770794930875576,"              precision    recall  f1-score   support

           0       0.79      0.85      0.82       155
           1       0.76      0.70      0.73       112

    accuracy                           0.78       267
   macro avg       0.78      0.77      0.77       267
weighted avg       0.78      0.78      0.78       267
","[[131  24]
 [ 34  78]]","OrderedDict([('C', 7.470923561493007), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.09408676937776825)])",accuracy,2021-05-05 08:09:30
SVC,HC_AD,0.5805243445692884,0.0,0.0,0.0,0.5,"              precision    recall  f1-score   support

           0       0.58      1.00      0.73       155
           1       0.00      0.00      0.00       112

    accuracy                           0.58       267
   macro avg       0.29      0.50      0.37       267
weighted avg       0.34      0.58      0.43       267
","[[155   0]
 [112   0]]","OrderedDict([('C', 0.5394682735052978), ('class_weight', 'balanced'), ('coef0', 0.3981185512234239), ('degree', 9), ('gamma', 0.010530447299778624), ('kernel', 'poly'), ('tol', 0.06415230267268272)])",accuracy,2021-05-05 08:09:30
GradientBoostingClassifier,MCI_AD,0.7184986595174263,0.40384615384615385,0.49411764705882355,0.4444444444444445,0.6219974263654561,"              precision    recall  f1-score   support

           0       0.78      0.84      0.81       269
           1       0.49      0.40      0.44       104

    accuracy                           0.72       373
   macro avg       0.64      0.62      0.63       373
weighted avg       0.70      0.72      0.71       373
","[[226  43]
 [ 62  42]]","OrderedDict([('learning_rate', 0.5855711074394069), ('max_depth', 10), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 0.6607856542811208), ('n_estimators', 161)])",accuracy,2021-05-05 08:09:32
LogisticRegression,MCI_AD,0.6648793565683646,0.6730769230769231,0.43478260869565216,0.5283018867924529,0.6673934801258221,"              precision    recall  f1-score   support

           0       0.84      0.66      0.74       269
           1       0.43      0.67      0.53       104

    accuracy                           0.66       373
   macro avg       0.64      0.67      0.63       373
weighted avg       0.73      0.66      0.68       373
","[[178  91]
 [ 34  70]]","OrderedDict([('C', 5.356507546094604), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.062056579078489875)])",accuracy,2021-05-05 08:09:32
SVC,MCI_AD,0.6595174262734584,0.6538461538461539,0.4276729559748428,0.5171102661596959,0.6577780955104375,"              precision    recall  f1-score   support

           0       0.83      0.66      0.74       269
           1       0.43      0.65      0.52       104

    accuracy                           0.66       373
   macro avg       0.63      0.66      0.63       373
weighted avg       0.72      0.66      0.68       373
","[[178  91]
 [ 36  68]]","OrderedDict([('C', 0.013431903778736407), ('class_weight', 'balanced'), ('coef0', 0.3483155785606175), ('degree', 9), ('gamma', 0.07132050501346628), ('kernel', 'sigmoid'), ('tol', 0.05715445241004885)])",accuracy,2021-05-05 08:09:33
GradientBoostingClassifier,HC_MCI,0.5801886792452831,0.6863468634686347,0.6666666666666666,0.6763636363636365,0.5392518631068663,"              precision    recall  f1-score   support

           0       0.41      0.39      0.40       153
           1       0.67      0.69      0.68       271

    accuracy                           0.58       424
   macro avg       0.54      0.54      0.54       424
weighted avg       0.58      0.58      0.58       424
","[[ 60  93]
 [ 85 186]]","OrderedDict([('learning_rate', 0.49552615516186915), ('max_depth', 18), ('max_features', 'auto'), ('min_samples_leaf', 5), ('min_samples_split', 0.10427455929417039), ('n_estimators', 185)])",accuracy,2021-05-05 08:09:38
LogisticRegression,HC_MCI,0.6415094339622641,0.6457564575645757,0.7575757575757576,0.697211155378486,0.6398716928345753,"              precision    recall  f1-score   support

           0       0.50      0.63      0.56       153
           1       0.76      0.65      0.70       271

    accuracy                           0.64       424
   macro avg       0.63      0.64      0.63       424
weighted avg       0.67      0.64      0.65       424
","[[ 97  56]
 [ 96 175]]","OrderedDict([('C', 4.378554198842343), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.00583570029898097)])",accuracy,2021-05-05 08:09:39
SVC,HC_MCI,0.5943396226415094,0.5055350553505535,0.7828571428571428,0.6143497757847532,0.628584521139329,"              precision    recall  f1-score   support

           0       0.46      0.75      0.57       153
           1       0.78      0.51      0.61       271

    accuracy                           0.59       424
   macro avg       0.62      0.63      0.59       424
weighted avg       0.67      0.59      0.60       424
","[[115  38]
 [134 137]]","OrderedDict([('C', 0.21658706584100368), ('class_weight', 'balanced'), ('coef0', 0.8139095466666358), ('degree', 10), ('gamma', 0.04876725894200206), ('kernel', 'rbf'), ('tol', 0.08491598767703004)])",accuracy,2021-05-05 08:09:39
GradientBoostingClassifier,HC_AD,0.7677902621722846,0.6448598130841121,0.7419354838709677,0.69,0.747429906542056,"              precision    recall  f1-score   support

           0       0.78      0.85      0.81       160
           1       0.74      0.64      0.69       107

    accuracy                           0.77       267
   macro avg       0.76      0.75      0.75       267
weighted avg       0.77      0.77      0.76       267
","[[136  24]
 [ 38  69]]","OrderedDict([('learning_rate', 0.04259309786456478), ('max_depth', 9), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 0.2544223592355167), ('n_estimators', 321)])",accuracy,2021-05-05 08:13:26
LogisticRegression,HC_AD,0.7640449438202247,0.7009345794392523,0.7075471698113207,0.704225352112676,0.7535922897196262,"              precision    recall  f1-score   support

           0       0.80      0.81      0.80       160
           1       0.71      0.70      0.70       107

    accuracy                           0.76       267
   macro avg       0.75      0.75      0.75       267
weighted avg       0.76      0.76      0.76       267
","[[129  31]
 [ 32  75]]","OrderedDict([('C', 6.252991212171105), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.04687089289553156)])",accuracy,2021-05-05 08:13:27
SVC,HC_AD,0.6853932584269663,0.7476635514018691,0.583941605839416,0.6557377049180328,0.6957067757009345,"              precision    recall  f1-score   support

           0       0.79      0.64      0.71       160
           1       0.58      0.75      0.66       107

    accuracy                           0.69       267
   macro avg       0.69      0.70      0.68       267
weighted avg       0.71      0.69      0.69       267
","[[103  57]
 [ 27  80]]","OrderedDict([('C', 0.8595052977424046), ('class_weight', 'balanced'), ('coef0', 0.8689689949754923), ('degree', 2), ('gamma', 0.09545394629876239), ('kernel', 'sigmoid'), ('tol', 0.015960905354283992)])",accuracy,2021-05-05 08:13:27
GradientBoostingClassifier,MCI_AD,0.6702412868632708,0.43089430894308944,0.5,0.462882096069869,0.6094471544715447,"              precision    recall  f1-score   support

           0       0.74      0.79      0.76       250
           1       0.50      0.43      0.46       123

    accuracy                           0.67       373
   macro avg       0.62      0.61      0.61       373
weighted avg       0.66      0.67      0.66       373
","[[197  53]
 [ 70  53]]","OrderedDict([('learning_rate', 0.4641256406802336), ('max_depth', 17), ('max_features', 'log2'), ('min_samples_leaf', 3), ('min_samples_split', 0.13047945722468662), ('n_estimators', 303)])",accuracy,2021-05-05 08:13:30
LogisticRegression,MCI_AD,0.6380697050938338,0.6666666666666666,0.4659090909090909,0.5484949832775918,0.6453333333333332,"              precision    recall  f1-score   support

           0       0.79      0.62      0.70       250
           1       0.47      0.67      0.55       123

    accuracy                           0.64       373
   macro avg       0.63      0.65      0.62       373
weighted avg       0.68      0.64      0.65       373
","[[156  94]
 [ 41  82]]","OrderedDict([('C', 2.43440902181968), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.08824037186384498)])",accuracy,2021-05-05 08:13:31
SVC,MCI_AD,0.6380697050938338,0.6747967479674797,0.46629213483146065,0.5514950166112957,0.6473983739837398,"              precision    recall  f1-score   support

           0       0.79      0.62      0.70       250
           1       0.47      0.67      0.55       123

    accuracy                           0.64       373
   macro avg       0.63      0.65      0.62       373
weighted avg       0.69      0.64      0.65       373
","[[155  95]
 [ 40  83]]","OrderedDict([('C', 0.5528733167152342), ('class_weight', 'balanced'), ('coef0', 0.32335116794361657), ('degree', 8), ('gamma', 0.0914264637296452), ('kernel', 'linear'), ('tol', 0.04626345246731333)])",accuracy,2021-05-05 08:13:31
GradientBoostingClassifier,HC_MCI,0.6438679245283019,0.8160919540229885,0.6740506329113924,0.7383015597920278,0.5920950567660954,"              precision    recall  f1-score   support

           0       0.56      0.37      0.44       163
           1       0.67      0.82      0.74       261

    accuracy                           0.64       424
   macro avg       0.61      0.59      0.59       424
weighted avg       0.63      0.64      0.62       424
","[[ 60 103]
 [ 48 213]]","OrderedDict([('learning_rate', 0.44504882355915176), ('max_depth', 9), ('max_features', 'auto'), ('min_samples_leaf', 7), ('min_samples_split', 0.9016596233534125), ('n_estimators', 489)])",accuracy,2021-05-05 08:13:34
LogisticRegression,HC_MCI,0.6533018867924528,0.6475095785440613,0.7544642857142857,0.6969072164948453,0.6550431328303129,"              precision    recall  f1-score   support

           0       0.54      0.66      0.60       163
           1       0.75      0.65      0.70       261

    accuracy                           0.65       424
   macro avg       0.65      0.66      0.65       424
weighted avg       0.67      0.65      0.66       424
","[[108  55]
 [ 92 169]]","OrderedDict([('C', 6.799551670834953), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.011237228704147435)])",accuracy,2021-05-05 08:13:34
SVC,HC_MCI,0.6155660377358491,1.0,0.6155660377358491,0.762043795620438,0.5,"              precision    recall  f1-score   support

           0       0.00      0.00      0.00       163
           1       0.62      1.00      0.76       261

    accuracy                           0.62       424
   macro avg       0.31      0.50      0.38       424
weighted avg       0.38      0.62      0.47       424
","[[  0 163]
 [  0 261]]","OrderedDict([('C', 0.809996717123486), ('class_weight', 'balanced'), ('coef0', 0.9782599330623911), ('degree', 0), ('gamma', 0.07660259979272185), ('kernel', 'poly'), ('tol', 0.030230305641758)])",accuracy,2021-05-05 08:13:35
GradientBoostingClassifier,MULTI,0.4718045112781955,0.4313483662107515,0.44048237784255684,0.434921529653763,,"              precision    recall  f1-score   support

           0       0.41      0.37      0.39       150
           1       0.53      0.58      0.55       273
           2       0.38      0.35      0.37       109

    accuracy                           0.47       532
   macro avg       0.44      0.43      0.43       532
weighted avg       0.47      0.47      0.47       532
","[[ 55  81  14]
 [ 68 158  47]
 [ 12  59  38]]","OrderedDict([('learning_rate', 0.268098680488023), ('max_depth', 16), ('max_features', 'log2'), ('min_samples_leaf', 5), ('min_samples_split', 0.5671236544202103), ('n_estimators', 431)])",accuracy,2021-05-05 08:13:53
LogisticRegression,MULTI,0.44360902255639095,0.5080207458189109,0.4507030768211448,0.44606255294272046,,"              precision    recall  f1-score   support

           0       0.44      0.69      0.54       150
           1       0.53      0.25      0.34       273
           2       0.37      0.58      0.45       109

    accuracy                           0.44       532
   macro avg       0.45      0.51      0.45       532
weighted avg       0.48      0.44      0.42       532
","[[104  34  12]
 [110  69  94]
 [ 20  26  63]]","OrderedDict([('C', 0.38837222322626097), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.07758352489819968)])",accuracy,2021-05-05 08:13:55
SVC,MULTI,0.41541353383458646,0.5135788777990613,0.43792885785378743,0.40803332318334773,,"              precision    recall  f1-score   support

           0       0.41      0.77      0.54       150
           1       0.52      0.13      0.21       273
           2       0.38      0.64      0.48       109

    accuracy                           0.42       532
   macro avg       0.44      0.51      0.41       532
weighted avg       0.46      0.42      0.36       532
","[[115  21  14]
 [136  36 101]
 [ 27  12  70]]","OrderedDict([('C', 0.11511862554586527), ('class_weight', 'balanced'), ('coef0', 0.04081505319095869), ('degree', 1), ('gamma', 0.092082837411512), ('kernel', 'rbf'), ('tol', 0.00044742121932191977)])",accuracy,2021-05-05 08:13:56
GradientBoostingClassifier,MULTI,0.4849624060150376,0.43882980026684554,0.4556131742926601,0.44467335032961053,,"              precision    recall  f1-score   support

           0       0.43      0.37      0.40       145
           1       0.53      0.61      0.57       274
           2       0.40      0.35      0.37       113

    accuracy                           0.48       532
   macro avg       0.46      0.44      0.44       532
weighted avg       0.48      0.48      0.48       532
","[[ 53  83   9]
 [ 59 166  49]
 [ 10  64  39]]","OrderedDict([('learning_rate', 0.14735354737538062), ('max_depth', 20), ('max_features', 'log2'), ('min_samples_leaf', 5), ('min_samples_split', 0.6696697640160586), ('n_estimators', 245)])",accuracy,2021-05-05 08:24:24
LogisticRegression,MULTI,0.4417293233082707,0.5048387084798793,0.4490130760478898,0.4468580405539025,,"              precision    recall  f1-score   support

           0       0.44      0.66      0.52       145
           1       0.53      0.27      0.36       274
           2       0.38      0.59      0.46       113

    accuracy                           0.44       532
   macro avg       0.45      0.50      0.45       532
weighted avg       0.47      0.44      0.42       532
","[[ 95  39  11]
 [101  73 100]
 [ 21  25  67]]","OrderedDict([('C', 9.387811386955683), ('class_weight', 'balanced'), ('multi_class', 'multinomial'), ('penalty', 'l2'), ('solver', 'saga'), ('tol', 0.06166294846099552)])",accuracy,2021-05-05 08:24:25
SVC,MULTI,0.4191729323308271,0.5133917958016018,0.44621840023384535,0.40901907046026054,,"              precision    recall  f1-score   support

           0       0.40      0.87      0.54       145
           1       0.52      0.13      0.21       274
           2       0.42      0.54      0.47       113

    accuracy                           0.42       532
   macro avg       0.45      0.51      0.41       532
weighted avg       0.47      0.42      0.36       532
","[[126  14   5]
 [159  36  79]
 [ 33  19  61]]","OrderedDict([('C', 0.07860966426346978), ('class_weight', 'balanced'), ('coef0', 0.23433409467192373), ('degree', 2), ('gamma', 0.07177433568366193), ('kernel', 'poly'), ('tol', 0.08287026593077512)])",accuracy,2021-05-05 08:24:25
